Id,netDisp,efficiency,straightness,Asym,bending,pointSkew,pointKurt,Classification,Track_length,Tracks_1,Tracks_2,Tracks_3,Tracks_4,Tracks_5,Tracks_6,Tracks_7,Tracks_8,Tracks_9,Tracks_10,Tracks_11,Tracks_12,Tracks_13,Tracks_14,Tracks_15,Tracks_16,Tracks_17,Tracks_18,Tracks_19,Tracks_20,Tracks_21,Tracks_22,Tracks_23,Tracks_24,Tracks_25,Tracks_26,Tracks_27,Tracks_28,Tracks_29,Tracks_30,Tracks_31,Tracks_32,Tracks_33,Tracks_34,Tracks_35,Tracks_36,Tracks_37,Tracks_38,Tracks_39,Tracks_40,Tracks_41,Tracks_42,Tracks_43,Tracks_44,Tracks_45,Tracks_46,Tracks_47,Tracks_48,Tracks_49,Tracks_50,Tracks_51,Tracks_52,Tracks_53,Tracks_54,Tracks_55,Tracks_56,Tracks_57,Tracks_58,Tracks_59,Tracks_60,Tracks_61,Tracks_62,Tracks_63,Tracks_64,Tracks_65,Tracks_66,Tracks_67,Tracks_68,Tracks_69,Tracks_70,Tracks_71,Tracks_72,Tracks_73,Tracks_74,Tracks_75,Tracks_76,Tracks_77,Tracks_78,Tracks_79,Tracks_80,Tracks_81,Tracks_82,Tracks_83,Tracks_84,Tracks_85,Tracks_86,Tracks_87,Tracks_88,Tracks_89,Tracks_90,Tracks_91,Tracks_92,Tracks_93,Tracks_94,Tracks_95,Tracks_96,Tracks_97,Tracks_98,Tracks_99,Tracks_100,Tracks_101,Tracks_102,Tracks_103,Tracks_104,Tracks_105,Tracks_106,Tracks_107,Tracks_108,Tracks_109,Tracks_110,Tracks_111,Tracks_112,Tracks_113,Tracks_114,Tracks_115,Tracks_116,Tracks_117,Tracks_118,Tracks_119,Tracks_120,Tracks_121,Tracks_122,Tracks_123,Tracks_124,Tracks_125,Tracks_126,Tracks_127,Tracks_128,Tracks_129,Tracks_130,Tracks_131,Tracks_132,Tracks_133,Tracks_134,Tracks_135,Tracks_136,Tracks_137,Tracks_138,Tracks_139,Tracks_140,Tracks_141,Tracks_142,Tracks_143,Tracks_144,Tracks_145,Tracks_146,Tracks_147,Tracks_148,Tracks_149,Tracks_150
,26.8070842014779,0.109366643427656,0.709545430208275,0.672212675537925,0.0264414810089919,0.307205908510543,1.66886125780963,"D_DM",47,181.787574149234,181.79306821314,181.834551518403,182.004605688501,181.977852165535,182.051603858154,182.06590855587,182.251920772853,182.462717220395,182.683835869078,182.884517083897,183.154845665386,183.464750443281,183.819212243865,184.173619582486,184.614916466483,185.009062627959,185.26329560564,185.316034958179,185.287425913682,185.171699447653,185.445720643447,185.530129204734,185.505939159024,185.107193896219,185.410853561889,185.633258954034,185.997063710147,186.496197924212,186.890048969317,187.094617580596,187.166165313625,187.001265341437,186.161114786503,185.985586306068,185.883010343952,185.734972276804,184.99458202662,185.162014747199,187.319093231825,187.005515592409,186.995856622171,187.048201047521,186.923697188802,187.008481015177,187.291404052676,187.351641424742,250.8929576814,252.46790824547,253.625921176501,254.425896020096,255.171274409104,255.935000086422,256.69219955884,257.127768703659,257.609744832339,258.039583146803,258.550520664014,259.292270686994,260.243955067414,261.239057161864,262.204865002678,263.102495706831,263.794585035005,264.77517914416,266.239962752048,267.39391973464,268.104071397134,269.52226599822,270.388926440852,270.98797172491,275.001232422792,275.776030411779,276.667040575195,277.553451182935,278.217109831016,278.563480109153,278.782077252,278.63469654203,277.908897602438,283.325893683157,283.918411252662,284.144478662452,284.445062954098,276.72930058524,276.118567228912,278.401609697705,277.947044971052,277.558278862664,277.46670578064,277.424791361725,277.417269676857,277.219170314741,277.116247306059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.16831416032918,0.212390337551176,0.846160573568788,0.64800739572186,0.0441115008009691,0.361530760317298,1.45802544241099,"D_DM",16,157.653703146644,157.274298152981,156.773342674592,156.498116832085,156.370785529055,156.431748432922,156.381948734212,156.584962361073,156.701179115566,156.665335937643,156.633654732298,156.534296530777,156.382091053647,156.317477564797,156.165341222221,156.075494156369,223.801736619574,224.281692904725,224.659121892369,224.928770730192,225.186836794943,225.867347719697,228.269673473193,229.385357953586,229.875273051254,230.252596963203,230.589138470132,231.062342374803,231.488369174596,231.672084669698,231.256633792125,229.764735526461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.19677880453192,0.0369239809858907,0.627108803535191,0.327906607855397,0.0887921479371294,0.474736881162558,1.70326841318985,"D_DM",31,162.97704926226,162.995470072646,162.792400657989,162.189951053202,161.924197212576,161.900308820751,161.813460080196,161.748261024163,161.760579841508,161.69741047639,161.611547575363,161.490386503012,161.390227765533,163.299113145317,161.382616272209,161.462693133642,161.77869919707,162.294715186392,162.864640196265,163.391939975914,163.758366948228,164.065683936139,164.228845718352,164.292209074464,164.116505621092,163.810290329484,163.139702212124,162.704162634441,162.384557343001,162.075099484045,162.421055457062,264.776986897273,264.511671071076,264.275767462167,263.165964413674,262.53441019646,262.145383898961,261.96577468696,261.805920928307,261.6757617789,261.641106584387,261.923557152322,262.988626731593,263.110825520564,260.061961990261,258.975168294674,258.464452836649,258.398933920365,258.292319192583,258.297441359054,258.414897318591,258.513117441001,258.489963474034,258.495742858787,258.449137875691,258.460224708024,258.659611861177,258.935877978297,259.083982715446,259.280092306812,259.444121474403,259.610036071901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.9853938519505,0.876174422453044,0.981171664474781,0.679286743605154,0.0262915531854064,0.00297617236975451,1.8302966738362,"D_DM",14,181.694880348458,181.931064454904,182.547633670561,183.231526728546,183.564736581565,183.63878608497,183.771795659932,184.174702760133,184.605719262131,185.005246692498,185.337810273308,185.595806891336,185.744887258016,185.875826355972,230.703361710769,231.23497106189,231.868831680024,232.669474967857,233.889329196367,234.454295497137,234.878649996121,235.82187420913,236.637369079296,237.423758262202,238.202964540188,238.764999180469,239.478000030388,240.862031336499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.29931832226312,0.4959549510908,0.859376989756831,0.611620095616578,0.170436456769459,0.639977421661322,1.77506134408575,"D_DM",13,108.771646526611,108.446367883744,108.103961585684,107.418661524412,106.505142509733,105.791049834184,105.446175362613,105.23900986164,105.134987276257,105.117233220392,105.081588278614,105.186946686391,105.398389750006,224.55902684245,224.792661128711,224.818343187966,225.170817953565,225.570282120009,225.968475260524,226.338607002476,226.51273544808,226.825633451718,227.065078571337,227.198846545586,227.222212047775,227.224599342915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.19228294409877,0.315846842549612,0.533938528556972,0.607744020510731,0.0872918492138103,0.616710407667149,2.00319771394632,"D_DM",13,107.702520154534,107.778691502285,107.785222290618,107.587656440839,107.365944808215,107.23192086212,107.198486335374,107.219410027509,107.104323094012,107.201806562483,107.132079303828,106.996827750994,106.89119991761,283.00306918811,283.334806780717,283.54924590147,283.813635852482,284.138122742787,284.442191818124,284.874517571026,285.185675893884,284.642535307718,284.589834763013,284.650041581044,284.765169686943,285.039699733924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.0278164808307,0.614440186581072,0.938653978533721,0.668392211047814,0.0512499433625367,0.00176168971307287,1.54487963935539,"D_DM",11,201.750325495033,202.491490305341,203.116547046754,203.585800783951,204.209178357819,204.762908539353,205.543698731076,207.899355220863,208.448614787441,208.57567517355,208.863027334199,208.244759067039,209.141201229883,209.899012037452,210.717396347812,211.667083987186,212.381837857901,212.919554572249,214.958481076714,215.038529628542,215.182129740285,215.313463044456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.51064052471111,0.478647248205867,0.853222280305366,0.484804659332472,0.236771190132118,0.439526823730442,1.52360606419538,"D_DM",10,56.6681351628176,56.3791424091436,56.2477300150175,56.1693438825532,55.7227514688583,55.2314143802499,54.5590178646712,54.4514220838237,54.3493358678195,54.5376967373283,289.005450230018,288.908927765553,288.828195351552,288.723353209473,288.848868711685,289.366347958554,290.077222574609,290.691342168783,291.264480013562,291.795760071047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.36188271687338,0.871447628498938,0.969102773410184,0.656646301137957,0.0587411172606857,0.365259052802998,1.81329620199727,"D_DM",9,148.835085954929,148.623918773629,148.267023126353,147.78687714935,147.396710670825,147.034506692171,146.708281044389,146.349169582088,145.965683413907,232.95100107793,233.636055981161,234.509844902998,235.457314638258,236.043186360468,236.516754853899,236.662191966577,237.043957530456,237.480495015125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.98952602174535,0.478073647137284,0.791799364547098,0.640675323073834,0.327864464679727,0.253369887726924,1.50832845853206,"D_DM",9,149.383442483887,148.462968905355,147.975748532965,148.082261873225,148.273163697949,148.371675165158,148.26259131012,148.539550234266,148.817050624442,65.2060615192809,64.1599465686989,63.2388120472638,62.4642371208319,61.6989418900677,60.1178702025273,56.3726616664822,56.0230853389501,56.2343962135982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
